Q,A,label,
"비 오고, 춥고, 습하고. 모든 게 다 거지 같았어.",저런. 다음에는 더 맛있는 식사하시길 바랍니다.,1926,
알았다. 새꺄.,네. 감사합니다.,1926,
이제 곧 퇴근이다.,오늘도 수고 많으셨어요.,1927,
고마워.,아닙니다. 그나저나 오늘 비 오고 습하니까 퇴근길 조심하세요.,1927,
알았다. 고맙다.,오늘 수고 많으셨습니다.,1927,
이제 곧 퇴근이다.,오늘도 수고 많으셨어요.,1928,
너도 오늘 수고 많았다.,아닙니다. 그럼 내일 봐요.,1928,
어. 벌써 그렇게 되었네. 오늘 수고가 많았다.,네. 오늘 하루도 수고가 많으셨습니다.,1929,
그렇군. 알았어. 고마워.,오늘 하루도 수고가 많으셨습니다.,1930,
시간이 벌써 그렇게 되었나?,네. 그렇게 되었습니다. 몰입하셔서 모르셨군요.,1931,
그래. 밖에 날씨는 어때?,비가 오고 습해요.,1931,
퇴근길 지옥이겠구만.,퇴근하실 때 빗길을 조심하세요.,1931,
알았어. 고마워.,네. 그럼 내일 뵈어요.,1931,
아. 그래. 고마워.,네. 오늘도 수고가 많으셨습니다.,1932,
알았어. 고마워.,네. 안녕히 가세요.,1933,
응. 지금 날씨는 어때?,비가 오고 습합니다.,1934,
퇴근길이 지옥이겠군.,퇴근하실 때 빗길을 조심하세요.,1934,
그래. 고마워.,염려하지 마시고 힘내세요.,1934,
그렇게 말해줘서 고마워.,네. 감사합니다. 그럼 내일 뵈어요.,1935,
이제 퇴근 시간이네.,오늘도 일하느라 수고하셨어요.,1936,
수고는 무슨. 나와 함께 해줘서 고마워.,감사합니다. 오늘 기분이 좋아보이셔서 저도 기분이 좋습니다.,1936,
밖에 날씨는 어떻지?,맑은데 춥고 건조하네요.,1936,
퇴근이다!,오늘도 일하느라 수고하셨어요.,1937,
야! 퇴근이다!,오늘 들어서 가장 기쁜 모습이시네요.,1938,
인생의 낙이 퇴근이지. 안 그래?,오늘도 일하느라 수고하셨어요.,1938,
그래. 고맙다.,별 말씀을요.,1938,
밖에 날씨는 어때?,맑은데 춥고 건조해요.,1939,
그래. 알았어. 고마워.,별 말씀을요.,1939,
아는 체하지 말고 꺼져.,기분이 안 좋으신 것 같은데 무슨 일이 있으신가요?,1940,
닥치고 꺼져.,무슨 일이 있는지 모르겠지만 힘 내시길 바랍니다.,1940,
그래.,오랜만에 뵈어서 반가워요.,1941,
시끄러.,알겠습니다. 무슨 일인지는 모르겠지만 힘 내세요.,1941,
출근했다.,안녕하세요. 김철수 책임님.,1942,
"춥고, 건조했는데, 맑아서 나름 괜찮았어.",다행이네요. 오늘 기분도 좋아보이셔서 다행입니다.,1942,
그렇게 봐줘서 고마워.,"네, 오늘 하루도 꼭 힘내세요.",1942,
나 왔다.,이영자 연구원님. 오랜만에 출근입니다.,1943,
어. 히사시부리.,오늘 출근길은 괜찮으셨나요?,1943,
"전혀. 안개 끼고, 춥고, 건조하고, 공기도 거지 같고. 되는 일이 하나도 없다.",오시느라 고생을 많이 하셨네요.,1943,
그런 건 잘도 기억하네.,오늘 출근길 괜찮으셨나요?,1944,
"말도 마라. 안개에다가 춥고, 건조하고 공기질도 안 좋고. 최악이다.",그렇군요. 출근하시느라 고생이 많으셨습니다.,1944,
그래. 수고했지. 그럼.,오늘 안색이 많이 안 좋으신 거 같았어요. 어디 아프신 거 아니시죠?,1945,
니가 신경 쓸 거 아니니까 닥쳐.,네. 알겠습니다.,1945,
밖에 날씨는 어떻게 돼?,맑은데 공기가 깨끗한데 쌀쌀하고 습합니다.,1945,
알고 있어. 말 걸지 마.,"안색이 안 좋아보이시는데, 무슨 일이 있으신지요?",1946,
한 번만 더 물어보면 너는 변사체가 된다.,알겠습니다. 무슨 일인지는 모르겠지만 힘 내시길 바랍니다.,1946,
밖에 날씨는?,"맑고 공기가 깨끗한데, 쌀쌀하고 습합니다.",1947,
"어, 벌써 그렇게 되었네.",오랜만에 회사에 오셔서 적응하기 힘드셨을 거 같아요.,1948,
날씨는 어때?,"맑고 따뜻한데, 건조하고 공기질이 안 좋아요.",1948,
그렇군. 알았다.,네. 그럼 내일 뵈어요.,1948,
오냐.,오늘 출근길은 어떠셨는지요?,1949,
태풍이 불기는 했지만 선선하고 쾌적하고 공기도 좋아서 괜찮았다.,그렇군요. 오늘 하루도 화이팅하세요.,1949,
그래.,"오늘 날씨가 흐리고 고온건조하고 공기질도 안 좋았는데, 출근하시느라 고생 많이 하셨습니다.",1950,
고생은 무슨. 괜찮아.,네. 오늘 하루도 힘 내세요.,1950,
히사시부리.,오늘 출근길 안 힘드셨나요? 흐리고 고온건조하고 공기도 안 좋았는데.,1951,
난 그것보다 오늘이 화요일이라는 사실이 더 절망적인데.,힘 내세요. 일에 집중하시면 금방 시간이 지나갈 거예요.,1951,
그걸 위로라고 하는구나. 그래. 니가 뭘 할 수 있겠니.,죄송합니다. 그래도 힘 내세요.,1951,
피곤하네.,휴식도 굉장히 중요하다고 해요 쉬었다 가는게 어떨까요?,1952,
밖에 날씨는 어떻지?,"맑고 선선하고 공기도 좋은데, 약간 습하네요.",1952,
산책을 나가도 될 거 같기는 해. 잠깐만 나갔다 올게.,네. 그럼 다녀오세요.,1952,
응. 바지락 칼국수랑 만두 먹고 오는 길이야.,오늘 처럼 추운 날씨에 제격인 음식을 드셨네요.,1953,
굿모닝. 나 출근 했어.,"안녕하세요. 비가 내리고 있는데요, 출근길은 어떠셨나요?",1954,
지하철역에서부터 걸어 오다 비 때문에 신발 다 젖었지 뭐.,비오는 날은 출근길이 더 고생스럽죠.,1954,
신발 좀 말리고 곧 업무 시작해야겠다.,네. 그래도 금요일이니까요. 즐거운 마음으로 하루를 보내시기 바랍니다.,1954,
안녕. 제우스.,기온이 영하로 떨어진 금요일입니다. 출근길에 어려움은 없으셨나요?,1956,
커피 한 잔이면 해결 돼. 힘내서 업무를 시작해야지.,네. 업무 중간 중간 적절히 휴식 취하시면서 오늘 하루도 잘 보내시기 바랍니다.,1957,
응. 오늘 점심에는 베트남 쌀국수 먹을거야.,쌀쌀한 날씨에 따뜻하게 드시기 좋은 메뉴네요.,1959,
제우스. 지금 미세먼지 수치 좀 체크해줘.,화요일 오후 현재 미세먼지 수치는 낮음 수준입니다.,1961,
오케이. 그럼 나 잠깐 산책 좀 하고 올게. 오후 되니까 너무 나른해서 잠깐 걷는 게 좋겠어.,네. 다녀오세요.,1961,
응. 잘 왔지. 오늘 미세먼지 농도는 어때?,금요일 아침 현재 미세먼지 농도는 보통수준입니다.,1962,
알겠어. 이따 도움이 필요하면 또 부를게.,네. 오늘 하루도 힘차게 시작하시길 응원합니다.,1962,
응. 오늘 정말 추운 날씨야. 바람도 많이 불더라고,네. 따뜻한 차라도 한 잔 하시는 게 좋겠어요. ,1963,
그래야겠다.,네. 오늘 하루도 힘내세요.,1963,
알겠어. 고마워.,별말씀을요. 오늘 하루도 수고 많으셨습니다.,1964,
그래야겠어.,네. 그럼 화요일 오늘 하루도 힘내시기 바랍니다.,1966,
안녕.,바깥 날씨가 많이 춥죠?,1967,
응. 오늘 영하더라고.,네. 맞습니다. 추운 날씨에 출근하시느라 수고 많으셨습니다.,1967,
그래. 따뜻한 차라도 한 잔 마시고 업무 시작해야겠다.,네. 내일부터 주말이 시작되니 즐거운 마음으로 오늘 하루도 힘내세요!,1967,
월요일인데다 비까지 내려서 출근길이 엄청 막히더라고. 그래도 뭐 지각은 안했으니까 상관없지만.,네. 기온까지 영하라 여러모로 어려운 출근길이었을 것 같습니다.,1968,
응. 이제 업무 바로 시작해야겠다.,네. 오늘 하루도 힘내세요.,1968,
알겠어.,따뜻한 차도 도움이 될 거에요. 빨리 컨디션 회복하시기 바랍니다.,1969,
오늘 점심시간에 처리할 일이 있어서. 그거 끝나면 김밥 사다 먹을거야.,오늘 무척 바쁘시군요. 어서 업무 마무리하시고 점심 식사 맛있게 하세요. 이따 뵙겠습니다.,1970,
"제우스. 나 지금 퇴근 할 건데, 지금 바깥에 미세먼지 수치 어때?",목요일 현재 미세먼지 농도는 보통 수준입니다.,1973,
미세먼지가 보통 수준이면 퇴근할 때 마스크는 안 챙겨도 되겠구나. 그럼 난 이만 들어갈게.,네. 오늘 하루도 수고 많으셨습니다.,1973,
제우스. 바깥에 미세먼지 농도 좀 확인해줘.,화요일 오후 현재 미세먼지 농도는 높음 수준입니다.,1974,
잠깐 바람 좀 쐬고 들어올까 했는데 나가면 안 되겠네.,네. 오늘 처럼 미세먼지 수치가 높은 날 외부 활동은 자제하시는 게 좋습니다.,1974,
응. 잠깐 휴게실에서 커피나 한 잔 더 마셔야겠다.,네. 다녀오세요.,1974,
응. 오늘은 동료들이랑 콩나물국밥 먹기로 했어.,영하의 날씨에 딱 어울리는 메뉴네요. 점심 맛있게 드시고 오세요.,1975,
그래. 그럼 잠깐 산책 다녀와도 되겠구나.,네. 다만 쌀쌀하고 바람이 부니 방한에 신경을 써 주세요.,1977,
알겠어.,네. 다녀오세요.,1977,
제우스. 퇴근길 날씨 좀 체크해 줄래?,금요일 현재 맑고 선선하며 미세먼지 수치는 낮음 수준입니다.,1978,
그래? 그럼 오늘은 지하철역까지 걸어가 봐야겠다.,네. 걷기에 아주 좋은 날씨입니다.,1978,
응. 뭐 어려울 게 있나. 잘 도착했어.,네. 오늘 아침 표정이 매우 밝아 보이시네요. 좋은 일 있으신가요?,1979,
특별히 좋은 일은 없는데? 그래도 표정이 밝아 보인다니 듣기 좋네. 고마워.,별말씀을요. 그럼 오늘 하루도 즐거운 마음으로 시작하시기 바랍니다.,1979,
응. 오늘 점심은 얼큰한게 당겨서 짬뽕 먹으려고 해.,오늘 처럼 바람 불고 추운 날에 뜨끈하게 드시기 좋은 메뉴네요.,1980,
응. 맛있을 것 같아.,네. 점심 식사 잘 하고 오세요. 이따 뵙겠습니다.,1980,
응. 오늘은 속이 안 좋아서 죽을 먹으려고해.,네. 죽 드시고 약도 꼭 챙겨드세요. 빨리 괜찮아 지시기 바랍니다.,1982,
제우스. 지금 밖에 미세먼지 어때?,목요일 현재 미세먼지 수치는 높음 수준입니다.,1983,
그래? 그럼 오늘 점심은 구내식당 이용해야겠다.,네. 기온도 영하라 구내식당을 이용하시는 편이 더 좋겠습니다.,1983,
오케이.,점심 맛있게 드세요. 이따 뵙겠습니다.,1983,
응. 속이 좀 안 좋아.,참지 마시고 약을 챙겨드시는 게 좋겠습니다.,1984,
그래야겠어.,"네. 어서 회복하시고, 오늘 하루도 힘내세요.",1984,
응. 오늘은 김밥 포장해서 공원가서 먹으려고 해.,좋은 계획이네요. 오늘 따뜻하고 미세먼지도 보통 수준이라 점심시간 동안 피크닉하기 딱 좋은 날씨에요.,1985,
알겠어. 나는 이만 퇴근할게.,네. 오늘 하루도 수고 많으셨습니다.,1986,
그래. 얘기해줘.,목요일 저녁 현재 기온은 영하이며 비가 내리고 있습니다. 퇴근길 우산을 챙기시고 방한에 신경쓰시기 바랍니다.,1988,
그래. 알려줘.,화요일 저녁 현재 기온이 높습니다. 또한 미세먼지 수치가 높음 수준이므로 퇴근길에 마스크를 꼭 챙기시기 바랍니다.,1989,
그래? 그럼 잠깐 산책 좀 다녀와야겠다. 오후 되니까 너무 졸려서 잠을 좀 깨야할 것 같아.,네. 다녀오세요.,1990,
알겠어. 내일 봐.,네. 오늘 하루도 수고 많으셨습니다.,1991,
알겠어.,네. 오늘 하루도 수고 많으셨습니다.,1993,
구내식당에서 맛있게 먹었어.,맛있게 드셨다니 다행입니다.,1994,
응. 점심시간 좀 남았으니 잠깐 눈이라도 붙여야겠어.,네. 좋은 생각입니다.,1994,
그래? 그럼 잠깐 나갔다 올게.,네. 다녀오세요.,1995,
제우스. 오늘 점심 메뉴 좀 추천해줘.,오늘 처럼 더운 날은 시원한 국수류가 어떨까요?,1996,
응. 오늘 육개장 먹었는데 맛이 괜찮더라고.,점심을 맛있게 드셨다니 다행이네요.,1997,
응. 오히려 배가 너무 불러서 문제지.,오늘 선선해서 걷기 좋으실거에요. 오후 업무 시작 전에 잠깐 산책하시면서 소화시키고 오세요.,1997,
그럴까?,네. 다녀오세요.,1997,
제우스. 오늘 점심에는 뭐 먹을까?,오늘은 쌀쌀하니까 따뜻한 국물이 있는 음식이 좋을 것 같아요.,1998,
아. 그거 먹은지 좀 됐지. 전에 먹을 때 진짜 맛있었는데.,네. 오늘같이 쌀쌀한 날에 점심으로 드시면 든든하고 좋을 거에요.,1998,
그래. 다녀와서 후기 말해줄게.,네. 점심 맛있게 드시고 오세요.,1998,
제우스. 아직도 비오지?,네. 비 때문에 퇴근길이 많이 막히겠는데요. 퇴근 준비 서두르시는 게 좋겠어요.,1999,
그래야겠다. 덥기까지 해가지고 집에 가면 녹초가 되겠네.,네. 조심히 들어가세요. 내일 뵙겠습니다.,1999,
제우스. 좋은 아침.,안녕하세요. 윤현식 연구원님. 월요일 출근길은 어떠셨어요?,2000,
그래야겠다.,네. 한 주의 시작입니다. 오늘 하루도 힘내세요!,2000,
응. 운전할 때 안개 때문에 가시거리가 좀 짧긴 했는데 크게 문제 있는 정도는 아니었어.,네. 잘 도착하셔서 다행입니다.,2001,
그래. 좀 움직이면서 정신 차려야겠어.,네. 지금 바람도 좀 불고 선선하니까 밖에 나가서 가볍게 산책하시는 것도 좋을 것 같아요.,2002,
그럴까?,네. 잠깐 기분 전환 하시는 게 오후 업무에 집중하시는 데 더 도움이 될 거에요.,2002,
벌써 시간이 그렇게 됐어?,네. 퇴근시간입니다. 업무에 너무 집중하셨나봐요.,2003,
그러게. 오늘 금요일인데 칼퇴해야지.,네. 어서 퇴근 준비하세요.,2003,
그래.,미세먼지 농도가 아직도 높으니까 퇴근할 때 마스크 꼭 챙기시고요.,2003,
응. 갈비탕 한 그릇 배불리 먹었어.,오늘 같이 추운 날씨에 딱 생각나는 점심 메뉴네요.,2004,
응? 벌써 시간이 이렇게 됐네.,네. 퇴근길이 쌀쌀해요. 바람도 많이 불고요.,2005,
그래. 옷 단단히 여미고 나가야겠다.,네. 조심히 들어가세요. 내일 뵙겠습니다.,2005,
굿모닝. 제우스.,조규식 연구원님. 출근하셨네요.,2006,
응. 오늘 너무 추워. 꽁꽁 싸매고 왔는데도 온 몸이 덜덜 떨리더라.,그렇게나 추운 날씨군요. 업무 시작하시기 전에 따뜻한 차라도 한 잔 하시면서 몸 좀 녹이세요.,2006,
아니. 아직 생각 안 해봤어. 제우스가 메뉴 좀 추천해줄래?,오늘은 추우니까 따끈하고 든든한 국밥이 어떨까요?,2007,
국밥 너무 좋지. 돼지국밥을 먹을까?,"우거지 국밥, 콩나물 국밥도 있어요.",2007,
그럼 오늘은 우거지 국밥을 먹어야겠다. 맛있을 것 같아.,네. 점심 식사 맛있게 하고 오세요.,2007,
나가기도 귀찮은데 그럴까?,네. 도시락을 시켜 드시는 것도 좋을 것 같아요. 반찬이 다양하니까요.,2008,
그래. 좋은 생각이야.,지금 미리 주문하셔야 점심 시간에 도착할거에요. 점심 맛있게 드세요.,2008,
응. 아주 맛있더라.제우스 추천 메뉴는 실패하는 법이 없지.,제가 추천한 메뉴가 맛있으셨다니 다행입니다.,2009,
응. 이제 오후 시간만 버티면 주말이야!,네. 일 하시다 보면 오후 시간도 금방 갈 거에요.,2009,
그렇겠지. 커피 한잔 내리고 빨리 일 시작해야겠다.,네. 남은 시간도 힘내서 마무리하세요.,2009,
제우스. 나 너무 졸려.,몸을 좀 움직여 보세요. 잠깨는 데 도움이 될 거에요.,2010,
그걸로는 부족해. 점심을 너무 많이 먹었나봐. 산책을 좀 나갈까?,지금 미세먼지 농도가 높으니 외출은 자제하시는 게 좋을 것 같아요.,2010,
그래? 그럼 커피나 한 잔 더 마셔야겠다.,네. 그것도 도움이 되겠네요. 그럼 커피 한잔 하시면서 쉬셨다가 남은 근무 시간도 화이팅하세요.,2010,
제우스. 나 오늘 점심에 뭐 먹을까?,일식 돈가스 어떠세요?,2011,
또 다른 메뉴도 추천해줘봐. 골라볼게.,신선한 회덮밥도 좋을 것 같고요.,2011,
오. 회덮밥 괜찮겠는데?,네. 근데 배달시켜 드세요. 밖에 미세먼지 농도가 높아요.,2011,
그래. 알겠어. 지금 바로 주문해야겠다.,네. 점심 맛있게 드세요.,2011,
응. 아침에 태풍예보 보고 걱정했는데 생각보다는 괜찮았어.,무사히 출근하셔서 다행입니다.,2012,
응. 커피 좀 내리고 바로 일 시작해야겠다.,네. 오늘 하루도 힘내세요!,2012,
그러게. 오늘 할 일이 정말 많긴 했어.,지금 바람도 많이 불고 추우니까 옷 따뜻하게 챙겨입고 퇴근하세요.,2013,
알겠어.,조심히 들어가세요. 내일 뵙겠습니다.,2013,
오늘은 미세먼지가 농도가 높다길래 그냥 구내식당 내려가서 먹으려고.,잘 생각하셨네요. 오늘 같은 날은 외부활동을 자제하시는 게 좋죠.,2014,
응. 오늘 구내식당 메뉴가 카레밥인데 먹을만 할 것 같아.,네. 점심 맛있게 드세요.,2014,
제우스.오늘 점심 메뉴 좀 골라줘.,나가서 드실거죠?,2015,
응.,오늘은 추우니까 따뜻한 국물있는 음식을 드시는 게 좋을 것 같아요. 찌개류 괜찮으세요?,2015,
오. 맛있겠다.,네. 드시고 나오면 추운 것도 잊으실거에요. 점심 식사 잘 하고 오세요.,2015,
제우스. 오늘 점심 메뉴 좀 추천해줘.,오늘은 미세먼지가 높아서 외부활동을 자제하시는 게 좋아요. 배달음식은 어떨까요?,2016,
그래. 배달시켜서 먹는 것도 괜찮겠다.,"점심으로 배달해서 드실 만한 게 햄버거나 일식 돈가스, 중국음식이 있는데요.",2016,
오늘은 칼퇴해야지.,네. 오늘 하루도 고생 많으셨어요. 어서 퇴근 준비하세요.,2018,
아직도 덥지?,네. 기온이 높습니다.,2018,
미세먼지는?,여전히 나쁨 수준입니다. 퇴근 하실 때 마스크 꼭 챙기세요.,2018,
알겠어.,그럼. 조심히 들어가세요. 내일 뵙겠습니다.,2019,
아니오. 제우스가 추천 좀 해줄래요?,오늘은 날이 많이 덥습니다. 새콤달콤한 열무 비빔국수 어떠세요?,2020,
오. 갑자기 군침이 도네요.,네. 후회하지 않으실거에요. 점심 맛있게 드세요.,2020,
점심을 너무 많이 먹어서 그런지 오늘 유난히 나른하네.,시원하게 아이스 아메리카노 한잔 드시면서 잠을 깨워보세요.,2021,
아니. 날이 더워서 그런지 별로 입맛도 없어.,날이 더울수록 잘 챙겨 드셔야 해요. 오늘 점심은 삼계탕으로 드셔보시면 어때요?,2022,
"교통은 괜찮았는데, 날씨가 너무 쌀쌀하다.",네. 오늘 기온이 많이 낮은 편이네요.업무 시작하시기 전에 따뜻한 차 한잔 하시면서 몸 좀 녹이세요.,2023,
제우스. 지금 외부 기온은 어때?,쌀쌀한 편입니다.,2025,
알겠어. 나 볼 일이 있어서 잠깐 나갔다 올게.,네. 따뜻하게 입고 다녀오세요.,2025,
벌써 퇴근시간이구나.,네. 오늘 하루 수고 많으셨습니다.,2026,
응. 지금 밖에 미세먼지 농도는 어때?,높음 수준으로 대기질이 좋지 않습니다. 퇴근길에는 마스크를 꼭 착용해주세요.,2026,
알겠어. 빨리 준비하고 나가야겠다.,네. 내일 뵙겠습니다.,2026,
제우스. 오늘 점심 메뉴 좀 추천해줄래?,한식으로 추천해 드릴까요?,2027,
응. 한식으로 부탁해.,그럼 오늘 점심으로 보쌈정식은 어떨까요?,2027,
오. 괜찮겠다. 찌개도 같이 나오고 든든할 것 같아.,네. 후회하지 않으실거에요.,2027,
오케이. 오늘 점심 메뉴는 보쌈정식으로 할게.,네. 제 추천을 수락해주셔서 감사합니다. 바깥이 쌀쌀한 편이니 옷 따뜻하게 입고 다녀오세요.,2027,
춥더라. 미세먼지 때문에 대기질도 안 좋고.,출근길에 마스크는 착용하고 오셨나요?,2028,
그럼. 마스크를 안 할 수가 없는 대기질이야.,그 정도로 심하군요.,2028,
잘 하고 있지. 근데 점심을 너무 많이 먹었는지 약간 나른해지려고 해.,스트레칭을 좀 하시는 게 도움이 될 거에요.,2029,
응. 근데 그 때 뿐이라. 잠깐 밖에 나가서 바람 좀 쐬고 올까봐.,오늘은 미세먼지 수치가 높아 산책을 권해드리고 싶지 않습니다.,2029,
아 맞다. 오늘 미세먼지 심하다했지. 그럼 커피라도 한 잔 더 내려 마셔야겠어.,네. 좋은 생각입니다. 그럼 남은 오후 시간도 화이팅하세요.,2029,
제우스. 오늘 같이 더운 날은 점심으로 뭘 먹어야 할까?,더운 날에는 시원한 국수류가 딱이죠.,2030,
냉면은 좀 지겨운데.,그런 냉면 대신 제철 열무가 들어간 열무비빔국수는 어떠세요?,2030,
춥긴 한데 한 겨울에 이 정도는 기본이지 뭐.,네.그렇긴 하죠.,2031,
오늘 내가 좋아하는 강된장비빔밥 먹었어.,오늘 점심을 잘 드셨다니 다행입니다.,2032,
응. 직장인에게 만족스러운 점심은 매우 중요하지.,그럼요. 그럼 남은 오후 시간도 화이팅입니다.,2032,
사실 점심시간에 급하게 할 일이 있어가지고 아직 못 먹었어.,지금이라도 챙겨 드셔야겠네요.,2033,
응. 이제 나가서 먹고 오려고.,네. 다녀오세요.,2033,
아니. 그냥 푹 쉬면서 에너지 충전 좀 하려고.,네. 그것도 충분히 주말을 잘 보내는 방법이네요.,2034,
응. 이번 주에 너무 바빴거든. 휴식이 필요해.,네. 그럼 재충전 잘 하시고요. 다음 주에 뵙겠습니다. 조심히 들어가세요.,2034,
괜찮을 것 같은데? 오늘은 제우스 추천 메뉴로 먹어 봐야겠어.,네. 후회하지 않으실거에요. 점심 맛있게 드시고 오세요.,2035,
그렇구나. 빨리 집에 가서 시원한 맥주라도 한 잔 해야겠어.,네. 오늘 하루도 수고가 많으셨습니다. 조심히 들어가세요.,2036,
제우스. 지금 미세먼지 농도 어때?,매우 높습니다.,2037,
그럼 커피나 한 잔 더 내려 마셔야겠다.,"네, 카페인도 잠깨는데 도움이 될 거에요. 남은 오후 근무도 화이팅입니다!",2037,
그래야겠다.,네. 그럼 오늘 하루도 힘차게 시작하세요.,2038,
제우스. 오늘 점심 메뉴 추천 좀 해줘.,오늘 날이 쌀쌀하니 얼큰한 동태탕은 어떠세요?,2039,
동태탕? 점심에 안 먹은지 꽤 된 것 같다.,혹시 마음에 안드시면 다른 찌개가 있는 백반을 드시는 것을 추천해 드립니다.,2039,
동태탕 괜찮을 것 같아. 오늘 점심은 제우스 추천 메뉴로 먹어볼게.,네. 감사합니다. 맛있게 드시고 오세요.,2039,
알아. 근데 마무리 할 게 있어서 좀 이따 가려고.,네. 그럼 마무리 잘 하시고 퇴근하시기 바랍니다.,2040,
아직 못해. 월요일부터 할 일이 이렇게 많아서야 원.,오늘 많이 바쁘시군요. 어서 마무리 하시고 퇴근 잘 하시기 바랍니다.,2041,
알겠어. 나 간다.,네. 오늘 하루도 수고 많으셨습니다. 조심히 들어가세요.,2042,
다행이네. 오늘은 그럼 지하철 역까지 걸어야겠어.,네. 기온도 따뜻해서 걷기 좋으실거에요. 조심히 들어가세요.,2043,
제우스. 오늘 점심은 한식으로 추천해줘.,"그럼, 보쌈정식은 어떠세요?",2044,
나 어제 저녁에 보쌈 먹었어. 다른 거 뭐 없을까?,뚝배기 불고기도 점심 메뉴로 인기가 많죠.,2044,
뚝불 좋지. 오늘 점심은 그걸로 해야겠다.,네. 맛있게 드시고 오세요.,2044,
제우스. 지금 미세먼지 농도 어때?,매우 낮아 대기질이 아주 좋습니다.,2045,
그럼. 잠깐 바람 좀 쐬고 올게. 점심 먹고나서 너무 졸려가지고.,네. 다녀오세요. 따뜻하기도 해서 잠깐 기분전환하시기 좋을 거에요.,2045,
다행히 아직 태풍 영향권은 아닌가봐요. 출근길에는 특별히 문제 없었어요.,무사히 출근하셔서 다행입니다.,2046,
네. 이제 커피 한 잔 내려서 바로 업무 시작해야겠네요.,네. 오늘 하루도 힘차게 시작하세요!,2046,
열무국수 맛있겠다. 오늘은 그걸로 정했어. 다녀올게.,네. 점심 맛있게 드시고 오세요.,2047,
제우스. 지금 바깥에 미세먼지 농도 어때?,굉장히 높습니다.,2048,
오후 되니까 잘 집중이 안돼서 잠깐 산책 좀 할까 했더니 안 되겠네.,네. 오늘은 미세먼지 때문에 외부활동을 자제하시는 편이 나아요.,2048,
그럼 뭐 아이스 아메리카노 마시고 정신차리는 수 밖에.,네. 스트레칭도 오후의 나른함을 쫓는 데 도움이 될 거에요.,2048,
그럼 잠깐 산책 나가도 되겠구나. 오후 되니까 나른해져가지고.,네. 선선해서 잠깐 걷기 좋으실 거에요. 다녀오세요.,2049,
제우스. 지금 미세먼지 농도 좀 확인해 줄래?,높음 상태입니다.,2050,
그래? 오후되니까 좀 졸려서 잠깐 바람 좀 쐬고 오려고 했는데 나가면 안 되겠구나.,네. 오늘처럼 미세먼지 농도가 높은 날은 외부활동은 가능한 줄이시는 게 좋습니다.,2050,
짬뽕이라는 소리를 듣자마자 입맛이 확 당기네. 뜨끈하고 얼큰하고 쌀쌀한 날에 딱이겠다.,네. 후회하지 않으실 거에요. 점심 맛있게 드시고 오세요.,2051,
그렇겠네.,오늘 하루도 수고가 많으셨습니다. 조심히 퇴근하세요.,2052,
제우스. 오늘같이 덥고 입맛 없는 날은 점심에 뭘 먹어야 기운이 날까?,이열치열 삼계탕은 어떨까요?,2053,
삼계탕? 점심에 먹기 좀 부담스럽지 않을까?,덥다고 계속 차가운 음식 드시는 것 보다는 따뜻하게 드시고 기력을 회복하시는 게 좋을 것 같아요.,2053,
그렇긴 해. 그럼 오늘은 제우스 추천대로 삼계탕을 먹어볼게.,네. 후회하지 않으실 거에요. 점심 맛있게 드시고 오세요.,2053,
오늘 점심은 회덮밥 먹었는데 맛 괜찮았어.,만족스럽게 드셨다니 다행입니다.,2054,
응. 이제 다시 기운내서 본격적인 오후 업무를 시작해야지.,네. 월요일 남은 오후 시간도 힘내서 마무리하세요.,2054,
"아직 못 정했는데, 제우스가 추천 좀 해줄래?",이렇게 비가 오는 날 점심은 따뜻한 국물이 있는 게 어울릴 것 같은데요. 전골요리는 어떠세요?,2055,
오. 만두전골 괜찮겠다. 오늘 점심은 그걸로 해야겠어.,네. 후회하지 않으실거에요. 맛있게 드시고 오세요.,2055,
제우스. 나 출근했어.,쌀쌀한 날씨에 출근하시느라 고생하셨습니다.,2056,
알아. 근데 처리할 일이 좀 있어서 지금 바로 나가기는 어려워.,바쁜 하루를 보내고 계시군요. 업무 잘 마무리 하시고 가능한 빨리 퇴근하실 수 있기를 바랍니다.,2057,
그래.,네. 내일 뵙겠습니다.,2057,
냉면 제외하고 추천해줘봐. 냉면은 요새 너무 자주 먹었어.,그럼 오늘 점심에는 김치말이 국수나 열무국수가 어떨까요?,2058,
김치말이 국수 새콤하고 맛있겠다.,네. 오늘 처럼 더운 날 점심으로 가볍게 드시기 딱 좋은 메뉴입니다.,2058,
오케이. 이따 다녀와서 후기 말해줄게.,네. 점심 맛있게 드시고 오세요.,2058,
이 정도 추위는 되어야 겨울이지. 괜찮았어.,그렇게 생각하신다니 다행입니다.,2059,
그래야겠다.,네. 오늘 하루도 화이팅입니다.,2059,
응. 다음에도 맛있는 메뉴로 골라줘.,네. 물론이죠. 그럼 남은 오후 시간도 화이팅하세요.,2060,
나 오는 동안은 괜찮았어. 아직 이 동네는 태풍 영향권이 아닌가봐.,출근하시는데 큰 지장이 없었다니 다행입니다.,2061,
오늘 제우스 추천대로 쌀국수 먹었거든. 맛있었어.,제가 추천한 점심 메뉴가 마음에 드셨다니 다행입니다.,2062,
쌀쌀한 날씨에 딱이더라.,칭찬해주셔서 감사합니다. 다음 점심에도 맛있게 드실 수 있는 메뉴를 추천해드릴게요.,2062,
응. 오늘 떡볶이랑 튀김 먹으려고 해.,네. 가끔 분식이 당기는 날이 있죠. 점심 맛있게 드시고 오세요.,2063,
