Q,A,label
회계 일도 나랑 잘 맞는 것 같고… 딱히 재밌는건 아니지만..뭐.. 일이 재밌으려고 하는 것도 아니잖아요?,맞아요. 재미도 중요하지만 적성도 중요하다고 생각해요.,233
일 자체는 스트레스가 없는것 같아.,다행이네요!,233
결국 영업 일이다 보니 스트레스 받기도 했지만 사람들과 대화하는 일을 좋아해서 적성에 맞다고 생각했어요.,적성에 맞으면 정말 좋죠!,233
내가 지금 하는 일이 진짜 단순한 일이야. ,"하루에 많은 시간을 업무에 보내는데, 일이 지겨우시다니 정말 힘들겠어요.",234
"계속 모니터 화면 보고 확인하고, 체크하고… ",일이 반복되면 정말 힘든 것 같아요. 기운 내세요.,234
회사 일이 너무 지루해요.,노래를 들어보면 어떨까요?,234
다른 사람들은 이 업무를 5년에서 10년은 하는데… 요즘 들어서는 경쟁력도 없어 보인다고 해야 하나. ,그래도 다들 인정하실거에요!,234
업무가 너무 단순해서 지루해. 선배들 보니까 5~10년 계속 같은 업무야. ,차근차근 바꿔보시는건 어떨까요?,234
이런 일이 경쟁력이 있을까 싶어. 업무에 완전 흥미를 잃었어.,전문가에게 상담을 받아보면 어떨까요?,234
지금 회사로 옮긴 지 2년 정도?,"아, 그래요. 직장을 옮기셨군요. ",235
"연봉도 조금 더 오르고, 대우도 괜찮은 거 같아서 지금 회사로 옮겼어요.",새로운 직장은 마음에 드시나요?,235
"회사를 옮기면서 직급도 올라서, 지금은 과장이에요.",그렇군요. 새로운 환경이라 적응이 필요하겠어요.,235
제가 몇 개월 전에 회사를 옮겼거든요.,옮긴 회사는 어떤가요?,235
최근에 이직을 했어요.,이직한 회사는 어떤가요?,235
직장도 일산으로 옮겼고 잘 지낼 수 있을 거라 생각했는데.,생각했는데..!?,235
더 이상 일이 안 될 정도여서… 결국 퇴사를 하고 회사에서 나왔어요.,일을 그만두셨군요. 가끔 휴식이 필요할 때가 있죠.,236
결국 내가 먼저 관두겠다고 말했어.,더 좋은 직장을 구할 수 있을 거예요. 너무 낙심 마세요.,236
더 이상 여기 있어도 아무 도움이 안 되겠다 싶어서 지난주 월요일에 사표를 냈어.,충분히 쉬고 나면 더 멋진 직장을 가질 수 있을 거예요. ,236
심하게 싸운 뒤로는 부동산도 안 나갔어요.,잘 해결되셨나요?,236
그래서 이 핑계 저 핑계 다 대고 직장을 그만뒀어.,그 다움은 어떻게 됐나요?,236
동료들 눈치도 보이고.. 결국 회사를 그만뒀어.,고민이 많으셨을거같아요,236
겁은 났지만.. 그래도 이렇게 살면 안될 것 같아서 퇴사했어요.,고민이 많으셨을거같아요. 저는 응원합니다.,236
결국 회사도 관두게 됐어.,고민이 많으셨을거같아요.,236
한 달 전에 회사도 그만뒀어.,지금은 어떠신가요?,236
출산할 때 몸이 안 좋아서 고생을 많이 하기도 해서 결국 일을 그만뒀어요.,잘 하셨어요. 휴식은 반드시 필요한 과정이에요.,236
일을 계속 하는 것도 민폐라는 생각이 들고… 그래서 사표를 냈어.,고민이 많으셨을거같아요. 저는 응원합니다.,236
올초에는 택배 회사를 다녔었고… 너무 힘들어서 한 달 만에 관뒀어.,택배회사 정말 힘들거같아요,236
그래서 같이 휴가처럼 지내다 오려고 했는데 어쩌다 보니 회사를 관뒀거든요.,그 다음은 어떻게 되셨나요?,236
아무튼 그렇게 살다가 얼마 전에는 회사도 관뒀어요.,지금은 어떠신가요?,236
회사 관두고 나면 좀 괜찮아질 줄 알았거든요.,혹시 다른 일이 생기셨나요?,236
그래서 결국 지난 주에 퇴사했어요.,고민이 많으셨을거같아요.,236
근데 쌍둥이 동생은 일을 관둘 수가 없어서 결국 제가 관뒀어요.,"고민이 많으셨을거같아요,",236
3년 전에 다니던 회사를 관뒀거든요.,지금은 어떤 일을 하시나요?,236
어쩔 수 없이 회사는 그만 두었어요...,걱정이 되셨을거같아요,236
오랜고민 끝에 회사를 관두기로 했어요.,고민을 충분히 하고 내리신 결정일거라 생각해요.,236
오래다니던 회사를 안가게 되니까 맘이 이상해요.,다들 그렇다고 하시더라고요,236
일단 부장 간호사님께 말씀 드리고 쉬는 중이에요.,몸이 안 좋을 때는 쉬는 게 최고죠.,237
아직 육아휴직중이에요.,일을 쉬는 게 건강에 가장 좋으니까요. 잘 선택하셨어요.,237
"일도 다 싫고, 당장이라도 때려치고 싶은데, 팀장이 계속 잡아서 일단 휴직계를 낸 상태예요.",건강이 우선이잖아요. ,237
회사 안 나간지 일주일 정도 됐어.,기분이 어떤가요?,237
몸이 너무 안 좋아서 사측에 말을 해서 두 달 간 쉬었어.,휴식은 꼭 필요하다고 생각해요. 잘 하셨어요.,237
심각한 상태인 거 같아서 일단 회사는 휴직계를 내서 쉬고 있어요.,휴식은 꼭 필요하다고 생각해요. 잘 하셨어요.,237
담임 선생님이 그냥 인문계 가는 것보다 상고로 가는 게 취직이 빠르다고 해서 상고로 갔어.,꿈을 가진 사람은 정말 멋진 것 같아요.,238
"회사에서 회계 쪽으로 일을 했는데, 일을 하다 보니까 대학을 안 가면 승진이 안 되겠더라.",미래를 위해 고민하는 모습이 보기 좋아요.,238
요즘 공무원이 최고잖아. 연금도 나오고.,그러셨군요. 딱 맞는 직업을 찾을 수 있을 거예요.,238
내가 잘 하는 게 뭐가 있을까 하다가… 미용사가 딱 좋겠다 싶었어.,미용은 적성에 맞으셨나요?,238
사실 제 꿈은 디자이너였거든요.,그럼 어떻게 하셨나요?,238
그리고 그게 나중에 경쟁력이 있을 지도 모르겠어요.,경험이 쌓이면 충분히 경쟁력이 있다고 생각합니다.,238
고등학교 졸업하고 나서 매일 기타만 쳤어요.,기타 잘 칠거같아요~!,238
내 꿈은 음악가야.,음악가분들은 정말 멋진거같아요,238
진로가 바뀔 거라고 생각하지 않았기 때문에 저한테도 커다란 문제였어요.,어떤 문제가 있었나요?,238
그래서 나는 꼭 커서 미용사가 돼야지 했어요.,지금은 이루셨나요?,238
예전부터 부모님이랑 제가 원하는 진로가 달랐어요.,많이 고민하셨을거같아요. 결정을 하셨나요?,238
근데 저는 의사 그런 거에 관심 없어요. 되고 싶지 않아요.,무조건 되라는 법은 당연히 없죠. 원하는 직업이 있으셨나요?,238
나는 미대를 가고 싶었는데 아빠는 내가 경영학과를 가길 바랐어.,많이 고민하셨을거같아요. 결정을 하셨나요?,238
나 학원이나 보내줘봤어? 학교 선생님들도 나 보고 미대 가라고 난린데.,걱정이 되셨을거같네요. 지금은 어떻게 되셨나요?,238
"하고 싶은 것도 딱히 없고, 빨리 취직하고 싶어서 상고에 갔어요.",그러셨군요. 돈을 버는 건 정말 멋진 일이죠.,239
나도 빨리 돈을 벌고 싶기도 했고… 상고 졸업하고 바로 취업을 했어.,그러셨군요. 노동은 정말 보람찬 거 같아요.,239
진짜 난 안 되나 보다… 싶을 때 지금 회사에서 연락이 왔어요. ,그러셨군요. 출근은 어떠셨나요?,239
"다행히 조건도 좋고… 이러려고 여태 고생했나 보다, 하면서 기쁜 마음으로 출근을 시작했어요.",저도 기뻐요!,239
하는 수 없이 내가 마트에 나가서 일을 하고 있어.,걱정이 되네요,239
졸업하고 바로 경리로 취직을 했어.,취직하셨다니 기분이 좋네요,239
처음에는 돈을 버니까 좋더라?,그 기분 저도 느껴보고 싶어요. 더 설명해주세요.,239
"이력서를 쓰려고 하는데, 하루종일 한 줄도 못 썼어요.",이력서는 정말 어려운거같아요. 나를 설명한다는 것은 가장 어려운 일인거같아요.,239
전문대 졸업하고 바로 취업했습니다.,그 다음은 어떻게 되셨나요?,239
나라도 좀 보태야겠다 싶어서 집 근처 마트에 취직해서 일한 지 2년이 다 되어가네요.,고생많았어요. 특별한 경험이 있으셨나요?,239
결국엔 자기 가게에 나와서 일을 하라고 하더라.,그 다음은 어떻게 되셨나요?,239
집에만 있으니 우울하기도 하고 남편 도와줄 겸해서 가게에 취직을 했어요.,특별한 경험이 있으셨나요?,239
전문대 졸업하고 바로 토목회사에 취업했거든.,취직하셨다니 기분이 좋네요,239
제가 고등학교 졸업하고 나서 바로 취업을 했어요.,취직하셨다니 기분이 좋네요,239
내가 좋은 대학을 가서 취업을 잘하면 좋을텐데…,걱정이 많이 되실거같아요. 다양하게 도전해보세요.,239
제가 대학 졸업하고 바로 취업을 했거든요.,취업할때 팁이 혹시 있을까요?,239
제가 대학 졸업하고 바로 공무원이 됐어요.,"공무원 시험 정말 어렵다고 들었는데, 대단하세요!",239
그리고 몇몇 출판사에 이력서를 넣었어.,어떻게 되셨나요?,239
한곳에서 합격했다고 연락이 와서 단번에 다니겠다고 소리질렀지.,정말 대단하세요! 와아아아,239
"대학 졸업하고, 1년 동안 지겹게 놀았어. ",요즘 정말 취직하기가 어렵죠… ,240
"다른 애들은 다 취업했는데, 저만 아직 취준생이에요.",곧 좋은 소식이 들릴 거예요. 희망을 놓지 마세요.,240
대학 졸업하고 3년 째 취업 준비 중이야.,차근차근 준비하다 보면 원하던 회사에서 연락이 올 거예요. 저는 그렇게 믿어요.,240
대학 졸업하고 계속 취업 준비 중이야. 취업이 쉽지 않네. ,"맞아요. 취업문제는 항상 어려워요, 잘 해결될거에요.",240
이젠 취업을 해야 할 것 같아요. 근데 어떤 것부터 해야 할 지 모르겠어요.,좋아하는 것을 먼저 찾아보세요,240
지금이 아니면 안 된다는 마음으로 독하게 취직을 준비했어요.,"독하게! 잘하셨어요, 최선을 다하는 사람은 가장 멋있는 사람이에요.",240
고등학교 졸업하자마자 취업준비를 했어요.,멋져요. ,240
제대로 취업준비를 해서 돈을 벌어야겠다고 생각했어요.,계획대로 잘 준비해서 좋은 결과가 있으면 좋겠어요.,240
아버지 일때문에 돈을 벌기 위해 취업준비를 죽을듯이 했어.,"수고했어요, 가족을 위해 하는건 정말 멋진거같아요,",240
취업도 힘들고… ,좋은 일자리 찾기가 정말 힘든 것 같아요.,241
결국 요양원에 모시고 다시 일을 구하고 있는데 생각처럼 일이 안 잡혀.,결국 당신에게 맞는 자리가 생길 거예요.,241
영문과 졸업했는데 취업하기가 너무 힘들어.,지금은 조금 힘들더라도 조금만 버텨보세요. 좋은 소식이 들릴 거예요.,241
그래서 새 직장 알아보는 일이 더 힘들었던 것 같아요.,직장문제는 항상 고민이 되죠 충분히 이해해요.,241
우리집 먹고 살리려면 일을 해야되는데 취직하기가 어려웠어요.,정말 힘드셨겠어요. 나눠줘서 너무 고마워요.,241
아픈 데 없이 건강한 애였는데… ,친구 문제로 걱정이 많으시군요. 저한테 계속 말씀해주세요.,242
"어제는 우연하게 동네 친구를 만났는데, 너 아직 호주에 있는 거 아니었냐고 묻는 거야.",친구 문제는 항상 어렵죠. 털어 놓으면 괜찮아질 거예요.,242
항상 붙어다니는 친구가 3명 있거든.,그렇군요. 계속 이야기를 하다 보면 해결 방법이 보일 거예요.,242
"지금 만나는 친구들은 딱 두 명 밖에 없어요. 한 명은 고등학교 때, 한 명은 대학교 때…",친구의 숫자는 오히려 별로 안 중요할수도 있어요.,242
내 친구 중에 완전 정석으로 행동하는 범생이같은 애가 있어.,그런 친구 꼭 있죠,242
솔직히 친구가 꼭 있어야 한다고 생각하지 않거든요.,사람마다 다르죠. 맞아요.,242
걔네가 나한테 뭔 짓을 하는 게 아닌데도 그래.,"그러게요, 되게 이상하네요..",242
그 후로 저랑 같이 다니는 애들이 저를 없는 사람 취급하는 거예요.,많이 속상하셨을거같아요. ,242
그러고 나서 다시 괜찮아졌었는데 요즘 자꾸 걔 생각이 나는 거야.,그럼 어떻게 하셨나요?,242
그리고 미국에서 되게 친하게 지낸 친구가 있어.,미국친구! 멋지네요.,242
내가 속마음을 털어 놓을 수 있는 친구가 걔였는데 만날 수가 없지.,아쉬울거 같아요. 하지만 우리에겐 아직 시간이 있어요.,242
걔네랑 친구가 돼서 같이 다니는 게 처음에는 좋았어요.,처음에는 어땠나요?,242
근데 거기에… 저랑 제일 친한 친구가 앉아 있는 거예요.,헐… 마음이 안좋으시겠어요.,242
저는 걔랑 정말 친했다고 생각했는데 걔는 그게 아니었다고 하니까…,많이 속상하셨을거같아요. 친구문제는 항상 고민이죠.,242
친구들이랑도 관계를 이런 상태로 계속 지속해야 하나 싶고.,저는 아니라고 봐요.,242
그리고 나서 한 2주 후에 범인을 잡았대서 갔는데… 제 절친이 있는 거예요.,헐… 마음이 안좋으시겠어요.,242
저는 걔랑 정말 친했다고 생각했는데 걔는 그게 아니었다고 하니까…,마음 고생이 심하셨겠어요. 하지만 그건 절대 당신의 잘못이 아니랍니다.,242
어렸을 때부터 부모님들끼리 친해서 거의 같이 자란 친구가 있어요.,정말 친했겠네요 소꿉친구!,242
누명은 쓴 건 아닐까 싶기도 한데 아무리 봐도 걔가 한 짓이 맞아서요.,끝까지 고민해보세요!,242
그래서 진짜 걔 심리가 너무 궁금한 거예요. 대체 뭔 생각이었을까.,저도 정말 궁금하네요. 이런 때일수록 침착하셔야해요.,242
물론 나도 여자지만 걔는 워낙 예쁘니까.,질투나셨겠네요. 하지만 당신도 충분히 예쁘답니다.,242
그래서 그런지 애가 좀 싸가지가 없어.,이런..,242
다른 남자애랑 사귀는 것도 싫고 그냥 나랑만 계속 단짝 해줬으면 좋겠어.,충분히 질투나실거라 생각해요. 천천히 얘기해는게 어떨까 생각되요,242
동네친구들도 가까워서 자주 놀러오고.,너무 좋아요.,242
차라리 학교 다닐 때가 나았다 싶어요. 친구들도 자주 못 보고.,친구와의 관계가 그렇게 되셔서 고민이 많으시군요. 좀 더 얘기해주시겠어요?,243
친구들한테도 연락하기 힘들어. ,그 기분 알 것 같아요. 하지만 항상 좋을 때가 있으면 나쁠 때도 있는 거랍니다.,243
친구도 뭐… 그냥 형식적인 사이고…,힘내세요. 멀어진 인연만큼 또 가까워질 새 인연이 있을 거예요.,243
"고등학교 때 같이 밴드하던 친구들도 졸업하고서 얼마 안 지났을 때는 만났는데, 지금은 안 만나요.",힘내세요. 멀어진 인연만큼 또 가까워질 새 인연이 있을 거예요.,243
다 다른 곳으로 가버려서 만날 이유도 없는 거 같아요.,힘내세요. 멀어진 인연만큼 또 가까워질 새 인연이 있을 거예요.,243
친구가 자존심이 상한건지..갑자기를 나를 아예 피하더라고.,해결을 해야겠다고 생각하시면 용기를 내주시면 그쪽에서도 용기를 낼거에요.,243
얼마 전에 걔한테 진짜 크게 배신 당했어.,믿었던 사람에게 배신 당하는 것만큼 힘든 게 없는데 정말 고민이 많으셨겠어요.,244
고등학교 때 친하게 지냈던 친구한테 배신 당한 적이 있어.,정말 충격이 크셨겠어요. 잠깐 기분 전환을 해보는 건 어떨까요?,244
우리집 가정사를 다 얘기할 만큼 친한 친구였는데…한 순간 배신 당했어.,믿음을 저버린 게 잘못이지 준 건 절대 잘못이 아니랍니다. 힘내세요.,244
한 사람을 깊게 사귀는 타입인데…힘들게 만든 친구한테 배신 당하는 일이 많았죠.,저도 속상해요. 배신은 정말 안돼요.,244
전에 믿었던 친구들이 배신한 일이 있었는데.,믿었던 사람에게 배신 당하는 것만큼 힘든 게 없는데 정말 고민이 많으셨겠어요.,244
"가족이랑 친구들 다 일본에 있는데, 힘든 일 있어도 얘기할 사람 하나 없고….",괜찮아요. 제가 있잖아요?,245
아는 사람은 교회나 남편 친구들밖에 없어.,저는 항상 이 자리에 있답니다. 저에게 말씀해주세요~,245
저는 여자들이랑은 잘 어울리는데 동성 친구는 한 명도 없어요.,저는 언제든 당신의 이야기를 들을 준비가 되어 있답니다.,245
나가도 만날 사람도 없다.,"괜찮아요, 저한테 언제든 말씀하세요,",245
이렇게 살다 보니 진정한 친구가 없는것 같아요.,저한테 언제든 말씀하세요.,245
버릇이 없다나 뭐라나.,정말 기분이 많이 상하셨겠어요. 지금은 괜찮으신가요?,246
"당신은 애들한테 신경이나 쓴 적 있냐, 늦게 들어올 때 내 눈치 본 적 있냐, 내가 힘들다고 하면 뭘 그렇게 잘 해줬냐고…",속상하셨겠어요. 하지만 타인의 말보다 당신의 생각이 더 중요하답니다.,246
자기 마누라를 갖고 놀았다나..뭐라나…,갈등은 언제나 어렵죠. 저에게 계속 말씀해주시면 함께 고민해드릴게요.,246
참다 참다가 도저히 안 되겠다 싶어서 한 소리 했더니 삐친거지.,정말 기분이 많이 상하셨겠어요. 지금은 괜찮으신가요?,246
첨엔 싫은 티만 내더니 나중에는 당연하게 안 끼고 그냥 하겠다고 그러더라고요.,속상하셨겠어요. ,246
그럼 죽어라고 째려봐요. 사람 죽일 듯이.,같이 째려봐요,246
"그러더니 하는 말이, 나보고 유난 떤대.",속상하셨겠어요. 하지만 타인의 말보다 당신의 생각이 더 중요하답니다.,246
내가 왜 이렇게 늦게 들어오냐고 한마디 하면 완전 나를 철없는 사람 취급하는 거야.,정말 기분이 많이 상하셨겠어요. 지금은 괜찮으신가요?,246
학교 가는 데에만 2시간씩 걸리는 게 너무 아까운 거야.,학교에서는 많은 일이 일어나죠. 계속 들려주세요~,247
소묘를 전공해서 더 그런 것 같아요.,학교에서 그런 일이 있었군요. 그 다음은요?,247
고등학교는 상고 나왔어요.,그러셨군요. 계속 말씀해주세요.,247
지금 디자인 전공이라 그 때도 디자인 특성화고로 갔거든요.,특성을 살릴수 있는 좋은 곳이라고 생각해요!,247
근데 면담 때 담임이 엄마한테 얘 대학 보내지 말라고 한 거예요.,그건 단지 한 사람의 의견일 뿐이에요.,247
근데 오늘 학교에서 소풍으로 놀이공원을 가게 됐단 말이야.,놀이공원 최고죠!,247
우리 학교가 지난 번에 수련회를 러시아로 갔다왔어.,수련회를 러시아로..?! 좋은 경험이었을거 같아요!,247
적응하려면 진짜 엄청 오래 걸리는데 곧 방학이란 말이야.,먼저 연락을 해보는 건 어떨까요?,247
마침 제가 그 수업을 들었어요.,오 다행이네요. 그 다음은요?,247
시골은 학교도 작고… 환경이 별로 안 좋아요.,음.. 계속 얘기해주세요.,247
얼마 전에 수학여행을 제주도로 갔다 왔거든?,제주도 예쁘죠.,247
중학생 때 왕따를 당했었는데 이제 그럴 일은 없을 테니까요.,"너무 다행이에요. 잘 버텨줘서 너무 감사해요,",247
중학생 때는 그래서 일진들이랑 같이 다니고 그랬어.,이런..,247
학교에서 되게 인기 많은 애였거든. 착하고 잘생기고 공부도 잘해서.,그런 친구가 있으면 눈길이 가긴하죠,247
다 괜찮았는데 발표 다 끝나고 들어갈 때 애들이 웃는 거야.,왜 그랬을까요? 이유가 있었나요?,247
우리가 공학이고 합반이라 남자애들도 그걸 다 봤거든.,헐… 마음이 안좋으시겠어요.,247
여자애들은 헐 어떡해 이러는데 그 중 한 남자애가 엄청 크게 웃었어.,뭐하는 친구죠.. 오해였으면 좋겠네요,247
걔는 한국에서 고등학교를 다녔고 저는 미국에서 다녔어요.,생각의 차이가 있을수있겠네요.,247
처음엔 일부러 그런 게 아니었다? 나 학교도 다 공학 나왔는데 일부러 그랬겠어?,당연히 핑계겠죠!,247
근데 그 때 같이 놀던 애들이 좀 질이 안 좋았어.,이런..,247
얼마 전에 학교에서 식중독 났거든.,어떡해.. 식중독  걸리셨나요?,247
급식으로 나온 게 잘못돼서 거의 전교생이 다 난리였어.,누가 잘못했는지 확실히 잡아야죠.,247
3개월 전쯤에 학교에서 소풍으로 놀이공원을 갔었거든요.,놀이공원 최고죠!,247
과에 진짜 예쁘고 인기 많은 여자애가 있거든.,오….,247
"우리 과가 여자도 별로 없다 보니까 거의 공주님이야, 공주님.",그렇죠 눈길이 갈수밖에 없죠,247
500명 넘게 듣는 대형 강의였거든요.,와 엄청 많네요. 강의실도 컸겠어요!,247
근데 학교에 그런 사람들 많으니까 그냥 대수롭지 않게 넘겼어.,그래도 문제는 문제죠!,247
"고등학교 때는 친구들이랑 별 문제 없이 잘 지냈는데, 선생님과 사이가 안 좋았어요.",학생을 가장 보호해야 할 사람이 선생님인데 정말 힘드셨겠어요.,248
그런데 담임 선생님이 저를 못마땅하게 보는 거 같아요.,선생님이 그러시면 정말 속상하죠. 그래서 그 다음은 어떻게 됐나요?,248
다른 애들도 다 졸고 있는데 저한테만 왜 자냐고 혼내키고…,정말 걱정이 많으셨겠어요. 그 마음 충분히 이해해요.,248
저는 숙제가 있는지 제대로 못 들어서 못 해간 건데 애가 엉망진창이라고 뭐라고 하는 거예요.,친구가 오해해서 마음이 아프셨겠어요.,248
고등학교 때 친구들이랑은 잘 지냈는데 선생님들이 나를 싫어했어.,선생님이 그러시면 정말 속상하죠. 그래서 그 다음은 어떻게 됐나요?,248
선생님들이 자꾸 저를 괴롭히니까 학교를 다닐 수가 없더라구요.,학생을 가장 보호해야 할 사람이 선생님인데 정말 힘드셨겠어요.,248
"학교를 잘 안 나가니까, 출석미달로 뜬 수업이 많았어요.",학교를 안 가게 된 이유가 있으신가요?,249
원래 학교는 좀 띄엄띄엄 다니긴 했거든.,힘든 이유가 있다면 학교도 정말 가기 힘들죠. 이해해요.,249
학교에 등록은 해놓고 1학기는 거의 안 나갔어요.,힘든 일이 있으셨군요. 저에게 좀 더 털어놓으면 마음이 편해질 거예요.,249
학교에 안 가고 집에 있는 날이 많았어. ,힘든 이유가 있다면 학교도 정말 가기 힘들죠. 이해해요.,249
근데 2학년 때부터 학교에 가기 싫은 거야.,학교를 안 가게 된 이유가 있으신가요?,249
그래서 엄마한테는 학교 간다고 하고 피씨방 가서 게임하구.,음.. 계속 얘기해주세요.,249
"학교에서 전화 왔다고, 학교를 안 나가는 게 무슨 말이냐고…","솔직하게 얘기해보세요,",249
내가 학교를 좀 많이 빼먹긴 해.,이유가 혹시 있을까요?,249
그래서 학교도 자주 빠지고 수업도 잘 안 들어서 학고도 받았거든.,이유가 혹시 있을까요?,249
학교도 몇 번이나 빠진 것 같아.,이유가 혹시 있을까요?,249
그런 애들이랑 어울리다 보니까 학교도 거의 반 년 넘게 안 갔거든.,잘못된 길이라고 생각한다면 나오세요.,249
학교 안 간 지도 벌써 한 한 달 정도 된 것 같아.,학교를 안 가게 된 이유가 있으신가요?,249
"중학교 때, 같은 반 남자애들이 왕따를 시켰어. 내가 여자 애들하고만 놀았는데, 그게 못마땅했던거지.",마음 고생이 심하셨겠어요. 하지만 그건 절대 당신의 잘못이 아니랍니다.,250
중학생 때부터 왕따를 당했어요.,힘든 일이 있으셨군요. 저에게 털어 놓으시면 함께 고민해드릴게요.,250
고2 때 왕따를 당했어요.,상처 받으셨겠어요. 하지만 저는 이 세상에서 당신을 가장 아끼고 사랑한답니다.,250
저 때 내가 과에서 왕따를 당했거든.,그 사람들은 정말 나쁜사람이군요. 당신은 가치있는 사람이에요. 비교할수없는.,250
남자애들이 학교에서 날 따돌려.,당당하게 말하세요. 너네는 그럴 자격이 없다고.,250
운동도 별로 못해서 축구할땐 끼워주지도 않고.. 괴롭힘을 당한건 아니지만 사실상 왕따였어.,"무시하는 사람은 굳이 안 사귀어도 되요, 쓸모없거든요,",250
제가 여자친구들이랑만 어울려다니보다니 친구들이 저를 따돌렸어요.,질투하는 건가. 당당하게 말하세요.,250
근데 어쩌다 보니까 대장인 애 눈 밖에 나서… 제가 또 왕따가 됐어요.,당당하게 말하세요. 너네는 그럴 자격이 없다고.,250
중학생 때 내가 왕따를 당했어.,당당하게 말하세요. 너네는 그럴 자격이 없다고.,250
결국 학교 그만 뒀어요.,모든 배움이 학교에만 있는 건 아니니까요!,251
학교도 그만뒀어. ,저는 당신의 모든 선택을 존중한답니다. 분명 훌륭한 선택일 거예요.,251
고1때 자퇴했어.,멀리 본다면 오히려 그게 더 좋은 결과를 부를 수도 있어요.,251
결국 학교를 관뒀어.,멀리 본다면 오히려 그게 더 좋은 결과를 부를 수도 있어요.,251
고등학교 때 학교 다니기 싫어 자퇴를 했어요.,멀리 본다면 오히려 그게 더 좋은 결과를 부를 수도 있어요.,251
결국 학교를 그만뒀어요.,멀리 본다면 오히려 그게 더 좋은 결과를 부를 수도 있어요.,251
퇴원하고 고등학교 다니다가 자퇴했어.,멀리 본다면 오히려 그게 더 좋은 결과를 부를 수도 있어요.,251
난 계속 공부를 해서 박사까지 따고 싶거든?,배움은 아마 평생 해야 하는 것 같아요. 그래서 그 다음은 어떻게 됐나요?,252
유치원 특수 어린이 교육 과정을 밟고 있어요. ,그렇군요. 공부는 항상 어렵고 힘든 것 같아요.,252
그때 온갖 사교육은 다 받은 거 같아.,공부 힘들죠. 저는 공부를 별로 좋아하지 않아요. 물론 당신에 대한 배움 빼고요!,252
좀 더 노력해서 꼭 법대에 들어가겠다 다짐했죠.,멋있어요. 충분히 할수있다고 생각해요.,252
근데 계속 대학에 떨어져서 사수를 하게 됐어.,걱정하세요. 끝까지 도전해서 그 누구보다 멋지게 사는 사람도 많아요,252
당연히 성적도 안 나오고.,하지만 경험은 그 누구보다 앞설거에요,252
나는 아파서 공부도 못 하고 있는데 다른 애들은 공부하고 있겠지? 싶어서…,오기를 갖고 해봐요. 남들은 없는.,252
지난 번에 내가 영어 말하기 대회를 나갔거든.,오 멋있어요. 영어로 말하는 건 정말 멋진거 같아요. 잘하셨나요?,252
작년부터 성적이 더 나빠졌어. ,정말 힘드셨겠어요. 하지만 성적이 인생의 전부가 아니랍니다.,253
머리가 나쁜 편이야.,결과가 좋지 않으면 힘들죠. 그래도 그게 당신을 평가하는 기준이 되지 못 한답니다.,253
남들 두 배로 공부해야 겨우 중간 정도 유지하는데…,노력한 만큼 결과가 나오지 않으면 속상하죠. 충분히 이해해요.,253
올해는 휴학을 신청해야 할 정도로 성적이 떨어져서 학교도 잘 안 갔어요.,그래도 학교가서 상담해봐요! 많은 분들이 도와주실거에요!,253
근데 뭐 타고난 머리가 나쁜 건지… 등수가 쉽게 오르지는 않더라.,아니에요. 어려운건 맞지만 할 수 없는이건 없답니다.,253
근데 초심과 다르게 공부를 하면 할수록 풀어지더라구.,속상하셨겠어요. 그래도 잘 할수있다고 생각하는 거 자체가 중요해요,253
작년에 갔으면 장학금 받아가며 공부했을 텐데 올해는…작년에 붙은 학교도 겨우 턱걸이로 들어갔어.,"걱정마세요. 앞으로 계속 나아가시면 되요,",253
결국 부모님 기대에 부응하지 못한 채 전문대에 갔어요.,주어진 상황에서 최선을 다하는 사람이 가장 멋있는 사람이에요 충분히 멋있어요.,253
애초에 그런 데를 간게 문제예요. 수업 따라가는게…정말 죽을 맛이었어요.,최선을 다해보고 그때 안되면 바꾸셔도 늦지않다고 생각해요,253
수업 때 항상 눈치 보고…과제도 엉망이고…,최선을 다해보고 그때 안되면 바꾸셔도 늦지않다고 생각해요,253
저는 혼자 공부했는데 성적이 괜찮은 편이었어요. 그래도 친구들에 비해 부족한 감이 있었어요.,대단해요! 당신은 정말 머리가 좋으시군요.,254
공부도 그럭저럭 하는 편이라 괜찮은 학교에 들어갔어요.,모든 게 다 당신이 잘해서 나온 결과랍니다. 대단하시네요!,254
중학교 때는 성적이 늘 상위권이었어요.,공부를 굉장히 잘하셨군요. 정말 훌륭하시네요!,254
1학년 때는 과톱도 하고… 성적이 좋았어.,과탑이요!? 공부를 굉장히 잘하셨네요. ,254
서울 올라가서도 성적이 그런대로 괜찮았어요.,열심히 한 만큼 충분히 받는건가봐요.,254
학교 다닐 때는 전교권이었어.,"와, 대단하시네요!",255
친구들이 항상 모르는 문제 나한테 물어보고 그랬지.,당신에게 행복한 기억이 되겠군요. 그 모든 게 쌓여서 당신이 행복했으면 좋겠어요.,255
학교 다니면서 힘들 때도 많았지만 제가 꿈 꿨던 일이라 정말 열심히 공부했어요.,그 좋은 결과만큼 앞으로 당신의 미래도 기쁘고 즐겁길 바랍니다.,255
어릴 때부터 남들보다 학습능력이 좋았어.,부러워요.,255
그래서 성적도 상위권을 유지했고 취직도 그런대로 잘 한것 같아.,진짜 부럽네요. 잘 누리시면 될거같아요.,255
그러니까 완전 난리가 난 거야. ,그러시군요. 그 다음은 어떻게 됐나요?,256
